5099323000373, 0.629167, 15.10, GROCERY, CANNED/BOTTLED/VEG, 0.75, SPAR PEAS PROCESSED, 0.0000, 5099323080863, N
5011032581004, 0.969583, 23.27, DRINKS , READY TO DRINK, 1.60, KELK JCE MULTIVITAMIN SML, 0.2300, 05011032116541, I
5390347000463, 5.225, 20.90, OFF LICENCE, BEER/CIDERS, 7.50, DUTCH GOLD FL 6 FOR 7.50, 0.2300, 5390347300464, N
5390347000500, 3.95, 23.70, OFF LICENCE, BEER/CIDERS, 6.00, DRUIDS CAN FL 4 F 600., 0.2300, 05390347300501, I
5052197025958, 4.595, 27.57, HEALTH & BEAUTY, MEDICINAL, 6.80, DUREX CONDOM EXTRA SAFE, 0.1350, 5052197025965, N
20238, 2.6, 2.60, DELI COUNTER , HOT FOODS, 5.00, PANINI, 0.1350, , N
5391517593365, 0.726667, 17.44, GROCERY, BISCUITS, 1.00, BOL RASBERRY CREAM 1.00, 0.1350, 05391517598483, I
818214010025, 4.33, 4.33, TOBACCO , CIGS 20S, 7.95, GREEN DISPOSABLE MENTHOL, 0.2300, 10818214010022, I
5099323019290, 0.71, 0.71, GROCERY, BREAD, 1.00, SPAR PATS DAY ICED QUEENS, 0.1350, 05099323091715, I
1136, 0.6, 0.60, DELI COUNTER , CONFECTION, 1.20, MIXED ICED DOUGNUTS, 0.1350, 0680569856760, N
072417141980, 0.704286, 14.79, GROCERY, BISCUITS, 1.00, LYONS VISCOUNT 1.00, 0.2300, , I
9770963891977, 4.1284, 4.13, MAGAZINES/NEWSPAPERS, CHILDRENS, 6.00, BARBIE, 0.0900, , I
5390394013300, 16.02, 64.08, CONFECTIONERY, SEASONAL EASTER, 19.99, L O B EASTER BASKET MED., 0.2300, 5390394004117, I
50426010, 4.33167, 25.99, CONFECTIONERY, SEASONAL EASTER, 6.99, QUALITY STREET TIN EASTER EGG., 0.2300, , I
5012454068449, 5.99, 5.99, CONFECTIONERY, SEASONAL EASTER, 7.99, LIND GOLD BUNNY SHARING CARTON., 0.2300, , I
5052197025989, 4.595, 27.57, HEALTH & BEAUTY, MEDICINAL, 6.80, DUREX CONDOM THIN FEEL, 0.1350, 5052197025996, N
9771393956144, 1.3761, 1.38, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 2.00, IRISH EXAMINER, 0.0900, , N
5000159471411, 1.25, 15.00, CONFECTIONERY, COUNT LINES, 3.30, M&M PEANUT POUCH, 0.2300, 05000159471435, N
5000159471749, 1.25, 15.00, CONFECTIONERY, COUNT LINES, 3.30, M&M CHOCO POUCH, 0.2300, 5000159472746, N
7613033593772, 0.641667, 11.55, CONFECTIONERY, MULTI-PACKS, 1.40, KIT KAT 2 F 5 PK., 0.2300, , I
5098974056203, 0.94, 0.94, LOTTERY, SCRATCH CARDS, 1.00, ALL CASH 1, 0.0000, , I
8018190059021, 4.8165, 4.82, MAGAZINES/NEWSPAPERS, SPORT MAGS, 7.00, WORLD CUP STAPK, 0.0900, , I
3500610075223, 4.5, 27.00, OFF LICENCE, WINES, 8.99, FEUILLE DE VIGNE RED., 0.2300, 3500611086709, I
5718147419443, 6.58333, 39.50, OFF LICENCE, WINES, 10.99, SALICE SALENTINO RISERVA, 0.2300, 8008863230956, I
5010103932424, 5.75, 34.50, OFF LICENCE, WINES, 9.99, BLOSSOM HILL WHITE., 0.2300, 5010103932431, N
5060137512833, 5.91667, 35.50, OFF LICENCE, WINES, 8.99, BOTANY BAY SHIRAZ., 0.2300, 5060137512840, I
5060137512819, 5.91667, 35.50, OFF LICENCE, WINES, 8.99, BOTANY BAY CHARDONNAY, 0.2300, 5060137512826, I
5391525110059, 4.86667, 29.20, OFF LICENCE, BEER/CIDERS, 2.50, MCGARGLES GRAVY MAEVEY., 0.2300, 5391525110066, N
5000159475525, 1.97538, 25.68, CONFECTIONERY, COUNT LINES, 3.30, GALAXY MINSTRELS POUCH., 0.2300, 05000159475471, N
5000159021692, 0.639167, 7.67, CONFECTIONERY, COUNT LINES, 1.00, SKITTLES BAG FLASHED 1, 0.2300, 4009900484787, N
4009900484800, 0.639167, 7.67, CONFECTIONERY, COUNT LINES, 1.00, STARBURST BAG FLASHED 1., 0.2300, 4009900484794, N
4044782302439, 2.66333, 15.98, GROCERY, HEALTH FOODS, 4.50, MUSCLE PROTEIN DRINK CHOCO, 0.2300, , N
42247692, 0.376, 11.28, CONFECTIONERY, COUNT LINES, 0.90, WRIG EX ICE CITRUS., 0.2300, 04009900488150, N
5412514999933, 1.61833, 19.42, CONFECTIONERY, CRISPS/SNACK FOODS, 2.30, POCO LOCO DIP, 0.0000, 15412514999930, I
9771357553914, 4.5413, 4.54, MAGAZINES/NEWSPAPERS, CHILDRENS, 6.60, GIRL TALK, 0.0900, , N
9770953098256, 1.1009, 1.10, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 1.60, BELLA, 0.0900, , N
9771393956137, 1.3761, 1.38, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 2.00, IRISH EXAMINER, 0.0900, , N
4062300165250, 1.156, 5.78, GROCERY, BABY FOOD/NEEDS, 1.50, HIPP APPLE SBERRY BANANA, 0.0000, 04062300165267, I
5099111000318, 0.5775, 6.93, DAIRY PRODUCTS, YOGURTS/YOP, 0.75, KILLOWEN HAZLENUT YOG., 0.0000, 5099111000592, I
5099111000325, 0.578333, 6.94, DAIRY PRODUCTS, YOGURTS/YOP, 0.75, KILLOWEN FOREST FRUIT YOG, 0.0000, 5099111000585, I
5099111000011, 0.5775, 6.93, DAIRY PRODUCTS, YOGURTS/YOP, 0.75, KILLOWEN BLUEBERRY YOG, 0.0000, 5099111000639, I
5099111000301, 0.5775, 6.93, DAIRY PRODUCTS, YOGURTS/YOP, 0.75, KILLOWEN STRAWBERRY YOG., 0.0000, 5099111000561, I
5099111000332, 0.5775, 6.93, DAIRY PRODUCTS, YOGURTS/YOP, 0.75, KILLOWEN RASPBERRY YOG., 0.0000, 5099111000578, I
1_662683, 0.5775, 6.93, DAIRY PRODUCTS, YOGURTS/YOP, 0.75, KILLOWEN MIXED CASE, 0.0000, 09999999999994, I
5099111000349, 0.578333, 6.94, DAIRY PRODUCTS, YOGURTS/YOP, 0.75, KILLOWEN NATURAL YOGURT, 0.0000, 5099111000622, I
5099323019689, 2.66667, 16.00, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 3.49, GLENMOR HOT&SPICY KEBABS, 0.0000, 05099323092071, I
9771393956151, 1.3761, 1.38, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 2.00, IRISH EXAMINER, 0.0900, , N
4003455003387, 1.33857, 18.74, CONFECTIONERY, COUNT LINES, 2.19, SULA CHOCOLATE TOFFEES, 0.2300, , I
4003455003400, 1.33857, 18.74, CONFECTIONERY, COUNT LINES, 2.19, SULA CARAMEL TOFFEES, 0.2300, , I
9772009526003, 3.2683, 3.27, MAGAZINES/NEWSPAPERS, HOME, 4.75, PASSIVE HOUSE, 0.0900, , N
8003340097619, 4.2125, 33.70, CONFECTIONERY, COUNT LINES, 7.00, LINDOR STRAWBERRY & CREAM., 0.2300, 08003340597614, N
5099268044951, 0.85, 0.85, GROCERY, BREAD, 1.30, I PRIDE WHT & WMEAL KIDS, 0.0000, 5099268044951, I
9770021118138, 2.2706, 2.27, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 3.30, 3.20THE IRISH FIELD, 0.0900, , N
5000159475426, 1.977, 39.54, CONFECTIONERY, COUNT LINES, 3.30, MALTESERS POUCH, 0.2300, 05000159475433, N
5034033000886, 1.18, 14.16, DRINKS , HEALTHY, 2.00, VIT HIT IMMUNITEA, 0.2300, 5034033000428, N
5099323019535, 2.66667, 16.00, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 3.00, GLENMOR HOT & SPICY KEBAB., 0.0000, , N
9771393956120, 1.3761, 1.38, MAGAZINES/NEWSPAPERS, DAILY PAPERS, 2.00, IRISH EXAMINER, 0.0900, , N
9771461131947, 2.133, 2.13, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.10, RED, 0.0900, , I
5099323019726, 1.42, 17.04, GROCERY, BREAKFAST MEALS, 1.99, SPAR PREMIUM WHT PUDDING., 0.0000, 05099323092118, N
5099323019733, 1.42, 17.04, GROCERY, BREAKFAST MEALS, 1.99, SPAR PREMIUM BLK PUDDING., 0.0000, 05099323092125, N
5000221502654, 1.75, 1.75, GROCERY, CAKES, 2.49, MR KIPLING BAKEWELLS TRIF, 0.1350, 5000221502654, N
9771358595098, 5.711, 5.71, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 8.30, SFX, 0.0900, , N
5011056072694, 1.575, 12.60, DAIRY PRODUCTS, MEAL, 2.00, F&S TASTE OF MARRAKECH FP, 0.0000, 05391522680913, N
7622210179401, 0.637778, 11.48, CONFECTIONERY, COUNT LINES, 1.20, CAD POCKET SANDWICH RITZ, 0.2300, 07622210179449, N
7622210179418, 0.637778, 11.48, CONFECTIONERY, COUNT LINES, 1.20, CAD POCKET SANDWICH LU, 0.2300, 07622210179432, N
5391522120587, 7.4375, 29.75, OFF LICENCE, BEER/CIDERS, 11.00, BULMERS ORIG 6 FOR 11., 0.2300, 05391522120570, N
5000159475297, 1.97667, 23.72, CONFECTIONERY, COUNT LINES, 3.10, GALAXY BITES POUCH., 0.2300, 05000159475280, I
5390811940110, 1.5, 1.50, HOUSE HOLD , HOUSHOLD MISC., 2.50, TABLECOVER., 0.2300, , N
5099268019096, 0.79, 0.79, GROCERY, BREAD, 1.20, I PRIDE RUSTIC BAKE WMEAL., 0.0000, 5099268019096, I
5099268018099, 0.79, 0.79, GROCERY, BREAD, 1.20, I PRIDE RUSTIC WHITE BAKE., 0.0000, 5099268018099, I
5099268019102, 0.85, 0.85, GROCERY, BREAD, 1.30, I PRIDE RUSTIC MULTISEED.., 0.0000, 5099268019102, I
5099268051751, 1.32, 1.32, GROCERY, BREAD, 1.90, I PRIDE WMEAL WRAPS 5PK., 0.0000, 5099268051751, N
5099268051706, 1.32, 1.32, GROCERY, BREAD, 1.90, I PRIDE WHITE WRAPS 5PK., 0.0000, 5099268051706, N
5390413008300, 0.975833, 23.42, GROCERY, HEALTH FOODS, 1.80, KINETICA GEL TROPICAL ORANGE, 0.2300, , I
9770027935142, 6.2615, 6.26, MAGAZINES/NEWSPAPERS, TRAVEL, 9.10, NATIONAL GEOGRAPHIC, 0.0900, , N
9772009437002, 2.0642, 2.06, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 3.00, MUMS & TOTS, 0.0900, , N
5390811940233, 1, 1.00, HOUSE HOLD , HOUSHOLD MISC., 1.50, NAPKINS, 0.2300, , N
80785972, 0.294375, 28.26, CONFECTIONERY, COUNT LINES, 1.00, TIC TAC APPLE, 0.2300, , N
5027878737932, 0.97, 5.82, GROCERY, SEASONAL XMAS, 2.00, BPC CARDS 2.00B, 0.2300, 5027878737932, N
9771742508093, 2.0642, 2.06, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 3.00, ARROWORDS, 0.0900, , I
9770008598175, 4.8165, 4.82, MAGAZINES/NEWSPAPERS, CAR MAGS, 7.00, CAR, 0.0900, , I
8809041420912, 2.0525, 24.63, DRINKS , READY TO DRINK, 3.80, OKF ALOE VERA ORIGINAL., 0.2300, 08809041421445, N
5098750979986, 1.41, 1.41, GROCERY, CAKES, 2.00, F BAKE PATRICKS DAY CAKE, 0.1350, 09999999999994, I
9771749649034, 4.1972, 4.20, MAGAZINES/NEWSPAPERS, SPORT MAGS, 6.10, INSIDE UNITED, 0.0900, , I
5011069166465, 1.95, 1.95, DAIRY PRODUCTS, CHEESE, 2.50, CV CHEDDAR RED SLICES., 0.0000, 05011069166458, I
8710900002982, 4.325, 43.25, TOBACCO , CIGS 20S, 5.80, GV SMOOTH 12.5G COMBI BOX, 0.2300, 8710900502988, I
8710900003989, 4.477, 44.77, TOBACCO , CIGS 20S, 6.00, GV SMOOTH 12.5G POUCH, 0.2300, 8710900803985, N
8711200590810, 4.305, 34.44, FROZEN FOODS, ICE CREAM, 6.80, BEN&JER PEANUT BUTTER CUP, 0.2300, 8000920719374, N
5397107100005, 97.5, 97.50, BILL PAY, BILL PAY, 100.00, LEAP STUDENT 30 DAY RAMB., 0.0000, , I
034000109197, 0.625, 15.00, CONFECTIONERY, COUNT LINES, 1.20, REESE'S NUT BAR., 0.2300, , N
034000440887, 0.625, 15.00, CONFECTIONERY, COUNT LINES, 1.20, REESE'S 3 PEANUT BUTTER.., 0.2300, , N
5099483701721, 0.69375, 5.55, DRINKS , WATER, 1.00, BALLYGOWAN SPARKLING 1.00, 0.2300, 05099483794211, I
5390003008185, 2.34333, 28.12, FROZEN FOODS, FROZEN READY MEALS, 2.80, HEINZ WW BEEF LASAGNE, 0.0000, 5390003911416, I
5032570037563, 1.40818, 30.98, DELI COUNTER , FRENCH BREAD, 2.10, CDF L''ARTISANE., 0.0000, 05032570037556, N
5032570037907, 1.30724, 37.91, DELI COUNTER , FRENCH BREAD, 2.10, CDF MINI APPLE PIES, 0.1350, 05032570037891, N
5032570037525, 1.1068, 27.67, DELI COUNTER , FRENCH BREAD, 1.85, CDF LE PARISIEN., 0.0000, 05032570037518, N
5011069162283, 0.8, 0.80, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 1.00, DNY CHICKEN & HAM 4X4., 0.0000, 05011069162177, I
50412860, 0.64375, 15.45, DRINKS , READY TO DRINK, 0.99, ROB SHOOTS SMR FRUITS 99C.., 0.2300, 05391521840387, N
8712100523519, 0.598, 14.95, FROZEN FOODS, ICE CREAM, 1.00, HB FUNNY FEET STRAWBERRY., 0.2300, 8712100523519, I
8712100464843, 1.2535, 25.07, FROZEN FOODS, ICE CREAM, 2.20, HB MAG MARC DE CHAMPAGNE, 0.2300, 8712100464843, I
8712100488863, 0.734167, 17.62, FROZEN FOODS, ICE CREAM, 1.20, HB CALIPPO BUBBLEGUM, 0.2300, 8712100488863, I
8712100486517, 1.3225, 26.45, FROZEN FOODS, ICE CREAM, 1.80, HB CORN CHOC N BALL, 0.2300, 8712100486517, N
5000328825250, 0.481389, 34.66, CONFECTIONERY, CRISPS/SNACK FOODS, 0.80, WALKERS POPS 3C STACKER, 0.2300, 5000328795737, I
5000328272528, 0.481667, 11.56, CONFECTIONERY, CRISPS/SNACK FOODS, 0.80, WALKERS POPS ORIGINAL, 0.2300, 05000328272535, I
5000328826042, 0.481667, 11.56, CONFECTIONERY, CRISPS/SNACK FOODS, 0.80, WALKERS POPS M CHS &BACON, 0.2300, 05000328826059, I
5099690102168, 1.275, 40.80, GROCERY, EGGS, 2.20, BALLYFREE FREERANGE 6 M, 0.0000, 5099690100232, I
5011007012090, 1.85354, 88.97, OFF LICENCE, LIQ/OTHERS, 3.20, HUZZAR VODKA, 0.2300, 5011007012373, I
5900951248344, 1.976, 19.76, CONFECTIONERY, COUNT LINES, 3.30, MILKYWAY MAGIC STAR POUCH, 0.2300, 05900951248337, N
5032570037723, 0.805167, 48.31, DELI COUNTER , FRENCH BREAD, 1.35, LE RAISIN., 0.1350, 05032570037716, N
5032570037747, 0.86, 41.28, DELI COUNTER , FRENCH BREAD, 1.35, LE PECAN., 0.1350, 05032570037730, N
5000159471985, 1.25, 15.00, CONFECTIONERY, COUNT LINES, 3.30, M&M CRISPY POUCH., 0.2300, 05000159471978, N
5098930700676, 1.275, 40.80, GROCERY, EGGS, 2.49, FREERANGE 6 M, 0.0000, , I
5098930700652, 1.275, 40.80, GROCERY, EGGS, 2.49, FREERANGE 6 M, 0.0000, , I
9771745533047, 4.2661, 4.27, MAGAZINES/NEWSPAPERS, CHILDRENS, 6.20, BAG OF FUN, 0.0900, , N
5032570037686, 0.39175, 31.34, DELI COUNTER , FRENCH BREAD, 0.95, CDF CROISSANT BUTTER, 0.1350, , N
5099268051614, 1.25, 1.25, GROCERY, BREAD, 1.79, I PRIDE BROWN  PITTA''S 6P., 0.0000, 5099268051614, I
9770035791082, 4.4037, 4.40, MAGAZINES/NEWSPAPERS, MUSIC, 6.40, ROLLING STONE, 0.0900, , I
5099683005599, 1.6, 96.00, HOUSE HOLD , BATTERIES/BULBS/ELECTRICA, 3.00, SOLUS 60=46W BC CLEAR A55., 0.2300, 05099683005698, N
5391510752202, 4.11, 4.11, BILL PAY, BILL PAY, 5.50, 48 PHONE 5 UNIT., 0.2300, , I
5026791420013, 0.855, 5.13, DRINKS , WATER, 1.80, RIVER ROCK STILL, 0.2300, , I
5000213016978, 6.88, 27.52, OFF LICENCE, BOTTLES 330ML, 10.00, BUDWEISER LGT BTL 6PK, 0.2300, 05011046008603, N
034000473632, 0.6, 0.60, CONFECTIONERY, COUNT LINES, 1.20, REESE'S PEANUT BUTTER, 0.2300, , I
9771469043051, 2.4083, 2.41, MAGAZINES/NEWSPAPERS, CHILDRENS, 3.50, FUN TO LEARN FRIENDS, 0.0900, , I
4009900463294, 0.32287, 139.48, CONFECTIONERY, COUNT LINES, 1.10, SKITTLES WILDBERRY., 0.2300, 04009900463287, N
5000159475495, 1.97538, 25.68, CONFECTIONERY, CELLO BAGS, 3.30, REVELS POUCH., 0.2300, , N
5391510752875, 14.75, 14.75, BILL PAY, BILL PAY, 15.00, PREPAY POWER 15, 0.0000, , N
3264380078425, 6.58333, 39.50, OFF LICENCE, WINES, 9.99, THORIN ANTIQUES ROUGE, 0.2300, 3264380676454, I
7804320440972, 5.16667, 31.00, OFF LICENCE, WINES, 8.99, VINA MAIPO SHIRAZ, 0.2300, 37804320440973, N
7804320208039, 5.91667, 35.50, OFF LICENCE, WINES, 8.99, VINA MAIPO CHARD., 0.2300, 37804320208030, N
5060137512871, 10, 60.00, OFF LICENCE, WINES, 11.99, EMOTIVO PROSECCO FRIZZANT, 0.2300, 05060137512888, N
5412956214526, 1.5, 18.00, CONFECTIONERY, BOXED/ASSORTMENTS, 2.99, PEAR & ALMONDS., 0.2300, , I
5412956214519, 1.5, 18.00, CONFECTIONERY, BOXED/ASSORTMENTS, 2.99, ORANGE & ALMONDS., 0.2300, , I
8710568050035, 2.957, 29.57, TOBACCO , CIGARS, 4.95, RITMEESTER MINI MOODS, 0.2300, , N
5391518585796, 2, 24.00, GROCERY, GF, 3.00, PROTEIN MUNCH CRUNCH., 0.0000, , N
5391518590004, 2.5, 30.00, GROCERY, GF, 3.50, MIGHTY ENERGY BAR, 0.0000, , N
5391518529905, 1.25, 1.25, GROCERY, GF, 2.00, RAW REVOLUTION BALLS, 0.0000, , I
5391518570006, 2.5, 30.00, GROCERY, GF, 3.50, CACAO & COCONUT SLICE, 0.0000, , N
5391518583150, 2.25, 27.00, GROCERY, HEALTH FOODS, 3.50, LEMON KALE, 0.0000, , N
5391518583112, 2.25, 27.00, GROCERY, HEALTH FOODS, 3.50, KALE, 0.0000, , N
8710671148971, 1.1175, 13.41, GROCERY, SAUCE/GRAVY/STUFFING, 1.49, SPAR SAUCE BROWN TOPDOWN., 0.0000, 8710671148988, N
5000347091353, 1.04917, 12.59, DRINKS , READY TO DRINK, 1.00, RIBENA MANGO & LIME, 0.2300, 5000469091354, I
5012454068531, 9.5775, 38.31, CONFECTIONERY, SEASONAL EASTER, 15.99, LINDOR EGG  MILK, 0.2300, 05012454975945, N
897519001693, 2.7525, 22.02, GROCERY, BISCUITS, 4.29, DR LUCY OATMEAL COOKIE GF, 0.1350, , N
5099323019559, 3.745, 22.47, DAIRY PRODUCTS, MEAL, 4.99, SPAR DINNER ROAST BEEF, 0.0000, 5099323091944, N
5011069166441, 1.95, 1.95, DAIRY PRODUCTS, CHEESE, 2.50, CV CHEDDAR RED GRATED., 0.0000, 05011069166434, I
4000539672408, 2.32708, 55.85, CONFECTIONERY, XMAS, 2.99, LINDT MINI EGGS MILK, 0.2300, 05012454972586, N
5024278002103, 1.08, 17.28, GROCERY, GF AMBIENT, 1.70, 9 BAR FRUITY GLUTEN FREE, 0.1350, , N
7613033590801, 0.649167, 7.79, CONFECTIONERY, MULTI-PACKS, 1.00, BUBBLE ORANGE BAG, 0.2300, , I
7613033590788, 0.649167, 7.79, CONFECTIONERY, MULTI-PACKS, 1.00, BUBBLES MINT BAG, 0.2300, , I
897519001730, 1.05, 16.80, GROCERY, BISCUITS, 1.60, DR LUCY CHOC CHIP CKIE GF, 0.1350, , I
4001686579176, 0.65, 7.80, CONFECTIONERY, COUNT LINES, 1.50, HARIBO MAOAM PINBALLS., 0.2300, , N
8018190059236, 0.4817, 0.48, MAGAZINES/NEWSPAPERS, CHILDRENS, 0.70, WORLD CUP STIC, 0.0900, , I
8018190059267, 2.8899, 2.89, MAGAZINES/NEWSPAPERS, CHILDRENS, 4.20, WORLD CUP STAPK, 0.0900, , I
5099618106797, 0.245833, 5.90, DRINKS , WATER, 1.00, TIPP MINERAL WATER., 0.2300, , N
9770010954068, 5.4358, 5.44, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 7.90, COSMOPOLITAN FASHION, 0.0900, , N
9772054273006, 3.2339, 3.23, MAGAZINES/NEWSPAPERS, CHILDRENS, 4.70, BFF, 0.0900, , I
5034660004738, 0.194667, 11.68, CONFECTIONERY, COUNT LINES, 0.30, CAD CHOMP BAR 30C, 0.2300, 05034660004721, N
9772009362045, 1.9954, 2.00, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.90, XPOSE MAGAZINE EURO, 0.0900, , N
5390347000470, 6.96667, 20.90, OFF LICENCE, BEER/CIDERS, 10.00, DUTCH GOLD FL 8 FOR 10, 0.2300, 5390347300471, N
5000394019089, 2.236, 22.36, HOUSE HOLD , BATTERIES/BULBS/ELECTRICA, 5.99, DURACELL PLUS POWER C 2PK, 0.2300, 05000394023215, N
7613034426864, 0.583333, 14.00, CONFECTIONERY, COUNT LINES, 1.20,  AERO BUBBLY WHITE, 0.2300, , I
5098807026458, 1.45679, 40.79, DELI COUNTER , FRENCH BREAD, 2.20, CDF RING DOUGHNUTS, 0.1350, , I
5050933139068, 0.8, 0.80, STATIONERY , GREETING CARDS, 2.00, GIFT BAG, 0.2300, , I
5011054176202, 6.788, 67.88, TOBACCO , CIGS 20S, 8.50, WINSTON RED KS FLASHED, 0.2300, 5011054176219, N
9771356871125, 1.9954, 2.00, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 2.90, APROWWORDS, 0.0900, , I
5017558180011, 1.789, 1.79, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 2.60, PEOPLE CRIME, 0.0900, , I
9772053027013, 5.1606, 5.16, MAGAZINES/NEWSPAPERS, CHILDRENS, 7.50, DC SUPER FRIENDS, 0.0900, , I
5010791415001, 4.2661, 4.27, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 6.20, EATING SMART, 0.0900, , I
5060368730006, 0.666667, 16.00, OFF LICENCE, BEER/CIDERS, 1.00, BLUEY LAGER CAN 4, 0.2300, 05060368730013, I
5391522120600, 7.4375, 29.75, OFF LICENCE, BEER/CIDERS, 11.00, BULMERS LIGHT 6 FOR 11, 0.2300, 05391522120594, I
8594000088455, 3.57167, 21.43, OFF LICENCE, BEER/CIDERS, 1.50, PIFKO PREMIUM LAGER CAN., 0.2300, 8594000088455, I
5397107020006, 19.5, 19.50, BILL PAY, BILL PAY, 20.00, LEAP STUDENT 5 DAY RAMBLE., 0.0000, , I
4044782309179, 1.44, 34.56, CONFECTIONERY, CRISPS/SNACK FOODS, 2.45, BODY SHAP D PRO BAR STRAW., 0.2300, 04044782909171, N
4044782302330, 2.66333, 15.98, GROCERY, HEALTH FOODS, 4.50, WEIDER PRO SHAKE VANILLA., 0.2300, 4044782942338, N
5011054176158, 6.788, 67.88, TOBACCO , CIGS 20S, 8.50, WINSTON BLUE, 0.2300, 5011054176165, N
5397107032504, 31.69, 31.69, BILL PAY, BILL PAY, 32.50, LEAP CARD SALE5 DAY ADUL., 0.0000, , I
000124, 2, 2.00, TREEHOUSE, JUICES, 4.00, OUR FAVOURITES, 0.2300, , N
5000221001638, 1.41, 1.41, GROCERY, CAKES, 2.00, MR KIP LEMON WHIRLS, 0.1350, , I
000125, 0.25, 0.25, TREEHOUSE, BOOSTERS, 0.50, BOOSTS, 0.2300, , I
8437004922021, 3, 3.00, FRUIT & VEG, FRUIT, 4.00, NADORCOTT, 0.0000, , I
3191220000059, 2, 2.00, FRUIT & VEG, FRUIT, 3.00, DATES, 0.0000, , I
7622210175847, 1.684, 16.84, CONFECTIONERY, COUNT LINES, 2.60, CAD ECLAIRS VELVET, 0.2300, 7622210175830, N
658564803980, 6.91667, 41.50, INSOMNIA COFFEE, INSOMNIA RETAIL, 12.00, TIGER SPICE CHAI., 0.2300, , N
4044782302538, 2.66333, 15.98, DRINKS , HEALTHY, 4.50, WEIDER PRO SHAKE STRAWBRY.., 0.2300, 4044782942536, N
5011032581264, 1.81688, 29.07, GROCERY, BISCUITS, 2.80, KELK RICE CAKE MILK CHOC, 0.2300, 05011032116800, I
5011032581295, 1.59583, 19.15, GROCERY, BISCUITS, 1.99, KELK ORGANIC CORNCAKE PT, 0.0000, 05011032116831, N
5390413009482, 0.666333, 19.99, GROCERY, HEALTH FOODS, 1.00, WHEY PROTEIN CHOCOLATE., 0.0000, , I
5390413010747, 0.666333, 19.99, GROCERY, HEALTH FOODS, 1.00, PRORELEASE VANILA\CARAMEL., 0.0000, , I
5038270000081, 1.915, 22.98, OFF LICENCE, BEER/CIDERS, 3.29, BELFAST BLOND., 0.2300, 5038270000142, N
5038270000197, 1.99833, 23.98, OFF LICENCE, BEER/CIDERS, 3.29, TWISTED HOP, 0.2300, 5038270000234, N
5038270000210, 1.915, 22.98, OFF LICENCE, BEER/CIDERS, 3.29, BARNEYS BREW, 0.2300, 5038270000258, I
5038270000098, 1.915, 22.98, OFF LICENCE, BEER/CIDERS, 3.29, HEADLESS DOG., 0.2300, 5038270000135, N
5390347000456, 3.45, 20.70, OFF LICENCE, BEER/CIDERS, 5.50, DUTCH GOLD 4PK CAN., 0.2300, 5390347300457, N
3264380079248, 6.58333, 39.50, OFF LICENCE, WINES, 10.99, THORIN ANTIQUES  ROUGE, 0.2300, 3264380076452, N
5397107027500, 28.76, 28.76, BILL PAY, BILL PAY, 27.50, LEAP ADULT 5 DAY RAMBLER., 0.0000, , I
4084500035270, 8.8225, 35.29, HOUSE HOLD , WASHING POWDERS/LIQUIDS, 9.00, BOLD 2IN1 POM & ORAN 22SC., 0.2300, 4084500035263, N
5010549305684, 1.71, 20.52, OFF LICENCE, BEER/CIDERS, 3.00, OLD SPECKLED HEN, 0.2300, 00605800000122, I
8710671149077, 0.8755, 17.51, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 1.19, SPAR TAMPON NORMAL, 0.0000, 8710671149084, N
4009900489997, 0.452667, 20.37, CONFECTIONERY, COUNT LINES, 0.90, STARBURST FAVE REDS, 0.2300, 04009900489980, N
5010038442807, 10, 10.00, OFF LICENCE, BOTTLES 330ML, 13.00, COORS LGT 12 PK BTL, 0.2300, , I
5099323019795, 1.41, 1.41, GROCERY, CAKES, 2.00, SPAR TIFFIN SQUARES 8, 0.1350, 05099323092187, N
5099268043268, 0.97, 0.97, GROCERY, BREAD, 1.45, I PRIDE BUNS 42 FR SEEDS., 0.0000, 5099268043268, I
5011056072519, 2.19875, 17.59, DELI COUNTER , HOT FOODS, 2.80, F&S TASTE OF RIO, 0.0000, 05391522680821, I
8712100459542, 1.562, 31.24, FROZEN FOODS, ICE CREAM, 2.50, HB RASPBERRY RIPPLE., 0.2300, , I
5060045980526, 1.59667, 19.16, DRINKS , PET/GLASS BOTTLES, 2.60, FEEL GOOD SPRITZ LEMON, 0.2300, 5060045985521, I
0613008730758, 0.875, 5.25, DRINKS , HEALTHY, 1.80, ARIZONA ICED TEA POMEGRNT, 0.2300, 0613008732561, N
